Domain,Base Domain,censys-snapshot,rdns-snapshot,dap,eot2016,parents
idc26.ser.aps.anl.gov,anl.gov,False,False,False,True,False
idcf.bls.gov,bls.gov,True,True,True,True,False
idcfars.bls.gov,bls.gov,True,True,True,True,False
idcfd.bls.gov,bls.gov,False,False,True,False,False
idcfd.psb.bls.gov,bls.gov,False,False,False,True,False
idcfdars.bls.gov,bls.gov,False,False,True,False,False
idcfdars.psb.bls.gov,bls.gov,False,False,False,True,False
idcfdoes.psb.bls.gov,bls.gov,False,False,False,True,False
idcfoes.bls.gov,bls.gov,True,True,True,True,False
idcft.bls.gov,bls.gov,False,False,True,False,False
idcftars.bls.gov,bls.gov,False,False,True,False,False
idcftoes.bls.gov,bls.gov,False,False,True,False,False
idcg-ca.lbl.gov,lbl.gov,False,False,False,True,False
idcg-ds.lbl.gov,lbl.gov,False,False,False,True,False
idcg.lbl.gov,lbl.gov,False,False,False,True,False
idconline.gsfc.nasa.gov,nasa.gov,True,False,False,True,False
idd.uscourts.gov,uscourts.gov,False,False,False,True,False
idea-b.ed.gov,ed.gov,False,False,True,False,False
idea.ed.gov,ed.gov,False,False,True,True,False
idea.sec.gov,sec.gov,False,False,False,True,False
idea.usaid.gov,usaid.gov,False,False,False,True,False
ideabank.mymoneyappup.challenge.gov,challenge.gov,False,False,False,True,False
ideabank.nsf.gov,nsf.gov,False,False,False,True,False
idealab.aoc.gov,aoc.gov,False,False,False,True,False
ideas.fsis.usda.gov,usda.gov,True,False,False,False,False
ideas.grc.nasa.gov,nasa.gov,False,False,False,True,False
ideas.ngdc.noaa.gov,noaa.gov,False,False,False,True,False
ideas.usda.gov,usda.gov,False,False,True,True,False
ideas.usgs.gov,usgs.gov,False,False,False,True,False
ideasec.er.usgs.gov,usgs.gov,False,False,False,True,False
ideasec.nbc.gov,nbc.gov,False,False,False,True,False
ideasec.usgs.gov,usgs.gov,False,False,False,True,False
ideashare.nsf.gov,nsf.gov,False,False,False,True,False
idelphi.jccbi.gov,jccbi.gov,False,False,False,True,False
identity-dev-docs.18f.gov,18f.gov,True,False,False,False,False
identity.acpt.research.gov,research.gov,True,True,False,True,False
identity.lanl.gov,lanl.gov,False,False,False,True,False
identity.lbl.gov,lbl.gov,False,False,False,True,False
identity.onrr.gov,onrr.gov,True,False,False,False,False
identity.research.gov,research.gov,True,True,False,True,False
identitymanager.cert.eems.usda.gov,usda.gov,True,True,False,True,False
identitymanager.eems.usda.gov,usda.gov,True,True,False,True,False
identityprovider.anl.gov,anl.gov,False,False,False,True,False
identityx.energy.gov,energy.gov,False,True,False,False,False
identix.state.gov,state.gov,True,True,False,True,False
idfishhealth.fws.gov,fws.gov,False,False,False,True,False
idfocs.id.nrcs.usda.gov,usda.gov,False,False,False,True,False
idims.wr.usgs.gov,usgs.gov,False,False,False,True,False
idiotype.lanl.gov,lanl.gov,False,False,False,True,False
idis.hud.gov,hud.gov,True,False,False,True,False
iditarod.ak.blm.gov,blm.gov,False,False,False,True,False
idl.emsl.pnl.gov,pnl.gov,False,False,False,True,False
idl.ngdc.noaa.gov,noaa.gov,False,False,False,True,False
idlastro.gsfc.nasa.gov,nasa.gov,True,True,True,True,False
idm-tmng-dmz-alx1-sit.etc.uspto.gov,uspto.gov,True,True,False,False,False
idm-tmng-sit.etc.uspto.gov,uspto.gov,True,False,False,False,False
idm.cms.hhs.gov,hhs.gov,False,False,False,True,False
idm.data.gov,data.gov,False,False,False,True,False
idm.edeazclabs.va.gov,va.gov,True,False,False,False,False
idm.smext.faa.gov,faa.gov,True,False,False,False,False
idmdev.smext.faa.gov,faa.gov,True,False,False,False,False
idms.em.doe.gov,doe.gov,False,False,False,True,False
idmtest.smext.faa.gov,faa.gov,True,False,False,False,False
idocs.pmc.noaa.gov,noaa.gov,False,False,False,True,False
idp-1.rhic.bnl.gov,bnl.gov,True,False,False,True,False
idp-1.usatlas.bnl.gov,bnl.gov,False,False,False,True,False
idp-2.rhic.bnl.gov,bnl.gov,True,False,False,True,False
idp-2.usatlas.bnl.gov,bnl.gov,False,False,False,True,False
idp-esri.ncep.noaa.gov,noaa.gov,True,False,False,True,False
idp-opengeo.ncep.noaa.gov,noaa.gov,True,False,False,False,False
idp-srv.ds.lanl.gov,lanl.gov,False,True,False,False,False
idp-srv.lanl.gov,lanl.gov,False,True,False,False,False
idp.bldc.nwave.noaa.gov,noaa.gov,True,False,False,False,False
idp.boul.nwave.noaa.gov,noaa.gov,True,False,False,False,False
idp.brody.identitysandbox.gov,identitysandbox.gov,True,False,True,False,False
idp.ci.identitysandbox.gov,identitysandbox.gov,True,False,False,False,False
idp.crissupb.identitysandbox.gov,identitysandbox.gov,True,False,True,False,False
idp.ctc.nwave.noaa.gov,noaa.gov,True,False,False,False,False
idp.data.gov,data.gov,False,False,False,True,False
idp.dev.identitysandbox.gov,identitysandbox.gov,True,False,True,False,False
idp.dev.login.gov,login.gov,True,False,True,False,False
idp.dm.login.gov,login.gov,True,False,False,False,False
idp.ds.lanl.gov,lanl.gov,False,True,False,False,False
idp.ericmill.login.gov,login.gov,True,False,False,False,False
idp.fnal.gov,fnal.gov,False,False,False,True,False
idp.geoplatform.gov,geoplatform.gov,True,False,False,True,False
idp.int.login.gov,login.gov,True,False,True,False,False
idp.jjg.identitysandbox.gov,identitysandbox.gov,True,False,False,False,False
idp.jp.identitysandbox.gov,identitysandbox.gov,True,False,False,False,False
idp.lanl.gov,lanl.gov,False,True,False,False,False
idp.mz.login.gov,login.gov,True,False,False,False,False
idp.newdev.identitysandbox.gov,identitysandbox.gov,True,False,False,False,False
idp.nwave.noaa.gov,noaa.gov,True,False,False,False,False
idp.ornl.gov,ornl.gov,True,False,False,False,False
idp.pt.identitysandbox.gov,identitysandbox.gov,True,False,True,False,False
idp.qa.identitysandbox.gov,identitysandbox.gov,True,False,False,False,False
idp.qa.login.gov,login.gov,True,False,True,False,False
idp.staging.login.gov,login.gov,True,False,True,False,False
idp.test1.login.gov,login.gov,True,False,False,False,False
idp.tf.login.gov,login.gov,True,False,False,False,False
idp.uscourts.gov,uscourts.gov,False,True,False,True,False
idp.weblogin.lanl.gov,lanl.gov,True,True,False,False,False
idp1.bop.gov,bop.gov,False,False,False,True,False
idpgis.ncep.noaa.gov,noaa.gov,True,False,False,True,False
idpqadm7.ncep.noaa.gov,noaa.gov,False,True,False,False,False
idpt.uscourts.gov,uscourts.gov,False,False,False,True,False
idpwebsealp.fhwa.dot.gov,dot.gov,True,True,False,False,False
idqa.external.bnl.gov,bnl.gov,True,False,False,False,False
ids-dmz.nhlbi.nih.gov,nih.gov,False,True,False,False,False
ids.msfc.nasa.gov,nasa.gov,False,False,False,True,False
ids.nhlbi.nih.gov,nih.gov,True,False,True,False,False
ids12.msfc.nasa.gov,nasa.gov,False,False,False,True,False
idserv.cpsc.gov,cpsc.gov,True,True,False,True,False
idsnow.id.nrcs.usda.gov,usda.gov,False,False,False,True,False
idsprint.18f.gov,18f.gov,False,False,False,True,False
idverify.irs.gov,irs.gov,True,False,False,True,False
idwg.cap.gov,cap.gov,False,False,False,True,False
ie.edit.usembassy.gov,usembassy.gov,False,False,True,True,False
ie.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ie.lbl.gov,lbl.gov,False,False,False,True,False
ie.usembassy.gov,usembassy.gov,False,False,True,True,False
ie1.lbl.gov,lbl.gov,False,False,False,True,False
ie2.lbl.gov,lbl.gov,False,False,False,True,False
iea-ccs.fossil.energy.gov,energy.gov,False,False,False,True,False
ieaworkshop-2011.llnl.gov,llnl.gov,False,False,False,True,False
iec.msfc.nasa.gov,nasa.gov,False,False,False,True,False
iec.state.gov,state.gov,False,False,False,True,False
ieee-bigdata-earthscience.jpl.nasa.gov,nasa.gov,True,False,False,True,False
ieee.fnal.gov,fnal.gov,False,False,False,True,False
ieee.lanl.gov,lanl.gov,False,False,False,True,False
ieee1451.nist.gov,nist.gov,False,False,False,True,False
ieee1588.nist.gov,nist.gov,False,False,False,True,False
ieeenano2003.arc.nasa.gov,nasa.gov,False,False,False,True,False
ieeepvsc.nrel.gov,nrel.gov,False,False,False,True,False
ieg.lbl.gov,lbl.gov,False,False,False,True,False
iemp.nasa.gov,nasa.gov,False,False,False,True,False
iemprod0001.llnl.gov,llnl.gov,True,True,False,False,False
ien.sigtarp.gov,sigtarp.gov,True,False,False,False,False
ientest.sigtarp.gov,sigtarp.gov,True,False,False,False,False
iep.doc.gov,doc.gov,False,False,False,True,False
iep1.itaiep.doc.gov,doc.gov,False,False,False,True,False
iepc2001.jpl.nasa.gov,nasa.gov,False,False,False,True,False
iepmbw.bnl.gov,bnl.gov,False,False,False,True,False
iepnt1.itaiep.doc.gov,doc.gov,False,False,False,True,False
iepubs.lbl.gov,lbl.gov,False,False,False,True,False
ies.ed.gov,ed.gov,True,False,True,True,False
ies.lbl.gov,lbl.gov,True,False,False,True,False
ies.msfc.nasa.gov,nasa.gov,False,False,False,True,False
iesa.eml.doe.gov,doe.gov,False,False,False,True,False
iesm.ornl.gov,ornl.gov,False,False,False,True,False
iesreview.ed.gov,ed.gov,True,True,False,True,False
iesuat.opm.gov,opm.gov,True,False,False,False,False
ieupdates.sandia.gov,sandia.gov,False,False,False,True,False
iew.state.gov,state.gov,True,False,False,True,False
if-docdb.fnal.gov,fnal.gov,False,False,False,True,False
if-neutrino.fnal.gov,fnal.gov,False,False,False,True,False
if01.fnal.gov,fnal.gov,False,False,False,True,False
if05.fnal.gov,fnal.gov,False,False,False,True,False
ifap.ed.gov,ed.gov,True,True,True,True,False
ifchanford.pnl.gov,pnl.gov,False,False,False,True,False
ifchanford.pnnl.gov,pnnl.gov,False,False,False,True,False
ifcrifle.pnl.gov,pnl.gov,False,False,False,True,False
ifcrifle.pnnl.gov,pnnl.gov,False,False,False,True,False
ifem.larc.nasa.gov,nasa.gov,True,True,False,True,False
ifest.adlnet.gov,adlnet.gov,False,False,False,True,False
ifeworkshop.llnl.gov,llnl.gov,False,False,False,True,False
iff.ivv.nasa.gov,nasa.gov,False,False,False,True,False
ifi.iss.nasa.gov,nasa.gov,False,False,False,True,False
ifi.nas.nasa.gov,nasa.gov,True,True,False,False,False
ifima.noaa.gov,noaa.gov,False,False,False,True,False
ifm-training.grc.nasa.gov,nasa.gov,False,False,False,True,False
ifmongpvm01.fnal.gov,fnal.gov,False,False,False,True,False
ifmp-gsfc.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ifmp.arc.nasa.gov,nasa.gov,False,False,False,True,False
ifmp.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ifmp.larc.nasa.gov,nasa.gov,False,False,False,True,False
ifmp.msfc.nasa.gov,nasa.gov,False,False,False,True,False
ifmp.nasa.gov,nasa.gov,False,False,False,True,False
ifmpeisbrio.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ifmpmsfc11.ifmp.nasa.gov,nasa.gov,False,False,False,True,False
ifmpserver.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ifmpsys1.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ifmptest.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ifmptest.msfc.nasa.gov,nasa.gov,False,False,False,True,False
ifmptravman.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ifms.va.gov,va.gov,False,False,False,True,False
iforgotmypassword.nih.gov,nih.gov,True,False,False,True,False
iforgotmypw.nih.gov,nih.gov,False,False,False,True,False
ifpm.nifc.gov,nifc.gov,True,False,False,True,False
ifps.wrh.noaa.gov,noaa.gov,False,False,False,True,False
ifps1.wrh.noaa.gov,noaa.gov,False,False,False,True,False
ifps2.wrh.noaa.gov,noaa.gov,False,False,False,True,False
ifq.sero.nmfs.noaa.gov,noaa.gov,True,False,False,True,False
ifram.pnnl.gov,pnnl.gov,False,False,False,True,False
ifrrs8.ncifcrf.gov,ncifcrf.gov,False,False,False,True,False
ifsa09.llnl.gov,llnl.gov,False,False,False,True,False
iftdss.firenet.gov,firenet.gov,True,False,False,False,False
ifw2es.fws.gov,fws.gov,False,False,False,True,False
ifw2es.irm1.r2.fws.gov,fws.gov,False,False,False,True,False
ifw2irm2.irm1.r2.fws.gov,fws.gov,False,False,False,True,False
ifw7asm-orcldb.fws.gov,fws.gov,False,True,False,True,False
ifw9d-redirect.fws.gov,fws.gov,False,True,False,False,False
ifw9r-redirect.fws.gov,fws.gov,False,True,False,False,False
ifw9res-nets01-vip3.fws.gov,fws.gov,False,True,False,False,False
ig.arc.gov,arc.gov,False,False,False,True,False
ig.doe.gov,doe.gov,False,False,False,True,False
ig.energy.gov,energy.gov,True,False,False,True,False
ig3.wwb.noaa.gov,noaa.gov,False,False,False,True,False
igac.noaa.gov,noaa.gov,False,False,False,True,False
igaia.sandia.gov,sandia.gov,False,False,False,True,False
igate.wv.doe.gov,doe.gov,False,False,False,True,False
igdc.doi.gov,doi.gov,False,False,False,True,False
igems.doi.gov,doi.gov,True,False,False,True,False
igg.nist.gov,nist.gov,False,False,False,True,False
igin.www.faa.gov,faa.gov,False,False,False,True,False
iglist.oig.dhs.gov,dhs.gov,False,False,False,True,False
igloo.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
igloo.usgcrp.gov,usgcrp.gov,True,False,False,False,False
igludakanc.wr.usgs.gov,usgs.gov,False,False,False,True,False
igm-01-lane.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-01.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-02.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-03.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-04.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-05.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-06.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-07.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-08.nlm.nih.gov,nih.gov,False,False,False,True,False
igm-09.nlm.nih.gov,nih.gov,False,False,False,True,False
igm.nlm.nih.gov,nih.gov,False,False,False,True,False
igmi.uspsoig.gov,uspsoig.gov,False,False,False,True,False
igo.faa.gov,faa.gov,True,False,False,False,False
igor.fnal.gov,fnal.gov,False,False,False,True,False
igor.jpl.nasa.gov,nasa.gov,False,False,False,True,False
igospartners.2003meeting.noaa.gov,noaa.gov,False,False,False,True,False
igpp.lanl.gov,lanl.gov,False,False,False,True,False
igpp.llnl.gov,llnl.gov,False,False,False,True,False
igs-techreport.jpl.nasa.gov,nasa.gov,False,False,False,True,False
igs-tr.jpl.nasa.gov,nasa.gov,False,False,False,True,False
igsaaahgasfm002.er.usgs.gov,usgs.gov,False,False,False,True,False
igsaceeswb00.er.usgs.gov,usgs.gov,False,False,False,True,False
igsargebuscvs.er.usgs.gov,usgs.gov,True,True,False,False,False
igsb.anl.gov,anl.gov,False,False,False,True,False
igsbc.usaid.gov,usaid.gov,False,True,False,False,False
igscb.jpl.nasa.gov,nasa.gov,False,False,False,True,False
igscropsnt1.cr.usgs.gov,usgs.gov,False,False,False,True,False
igsglsc-star.er.usgs.gov,usgs.gov,False,False,False,True,False
igsglsc-webstar.er.usgs.gov,usgs.gov,False,False,False,True,False
igskahcgvmd1aq1.cr.usgs.gov,usgs.gov,False,True,False,False,False
igskahcgvmd1pd1.cr.usgs.gov,usgs.gov,False,True,False,False,False
igskahcgvmd2aq1.cr.usgs.gov,usgs.gov,False,True,False,False,False
igskahcgvmd2ca3.cr.usgs.gov,usgs.gov,False,False,True,False,False
igskahcgvmp1aq1.cr.usgs.gov,usgs.gov,False,True,False,False,False
igskahcmvslhp03.cr.usgs.gov,usgs.gov,False,False,True,False,False
igskbthivmnmb11.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskbthivmnmbs1.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskbthivmnms11.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskbthivmnms22.cr.usgs.gov,usgs.gov,False,False,True,False,False
igskbthivmnmss1.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskbthivmnmv11.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskbthivmss203.cr.usgs.gov,usgs.gov,False,False,True,False,False
igskbthivmvwepw.cr.usgs.gov,usgs.gov,False,False,True,False,False
igskbthivmvweqw.cr.usgs.gov,usgs.gov,False,False,True,False,False
igskbthivmvweuw.cr.usgs.gov,usgs.gov,False,False,True,False,False
igskiacwvmgs004.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskiacwvmgs014.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncgvmp2aq1.cr.usgs.gov,usgs.gov,False,True,False,False,False
igskmncngs016.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs028.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs029.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs030.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs040.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs041.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs042.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs043.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs045.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs046.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs056.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs061.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs086.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs103.cr.usgs.gov,usgs.gov,False,False,True,False,False
igskmncngs137.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs502.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs505.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs506.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs509.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs514.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs539.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs572.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncngs600.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncnvs513.cr.usgs.gov,usgs.gov,False,False,True,True,False
igskmncnvs522.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncnvs526.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncnvs551.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncnwb001.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncnwb010.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncnwb010a.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskmncnwb015.cr.usgs.gov,usgs.gov,False,False,False,True,False
igskrdcnvmnmsf1.er.usgs.gov,usgs.gov,False,False,True,True,False
igsops.jpl.nasa.gov,nasa.gov,False,False,False,True,False
igsrgirg1.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrglib02.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrglib03.er.usgs.gov,usgs.gov,True,False,False,True,False
igsrglibphoto.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrn010.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrngw.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrnt1.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrsparc2.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrsparc3.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrsparc5.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrsparc7.er.usgs.gov,usgs.gov,False,False,False,True,False
igsrsparc8.er.usgs.gov,usgs.gov,False,False,False,True,False
igstech.jpl.nasa.gov,nasa.gov,False,False,False,True,False
igstechreport.jpl.nasa.gov,nasa.gov,False,False,False,True,False
igswncwwvmw04.wr.usgs.gov,usgs.gov,False,False,False,True,False
igt.fiscal.treasury.gov,treasury.gov,True,False,False,False,False
iguana.rhic.bnl.gov,bnl.gov,False,False,False,True,False
iguardian.ic3.gov,ic3.gov,False,False,False,True,False
igulf.noaa.gov,noaa.gov,True,False,False,True,False
igx.pbgc.gov,pbgc.gov,False,False,False,True,False
ihe-pcd-con.nist.gov,nist.gov,False,False,False,True,False
ihe-pcd-precon.nist.gov,nist.gov,False,False,False,True,False
ihealth.sandia.gov,sandia.gov,False,False,False,True,False
ihem.llnl.gov,llnl.gov,False,False,False,True,False
ihexds.nist.gov,nist.gov,False,False,False,True,False
ihm.arc.nasa.gov,nasa.gov,False,False,False,True,False
ihm.nlm.nih.gov,nih.gov,False,False,False,True,False
ihm1.nlm.nih.gov,nih.gov,False,False,False,True,False
ihm2.nlm.nih.gov,nih.gov,False,False,False,True,False
ihncbc.nlm.nih.gov,nih.gov,False,False,False,True,False
ihns-cyber.sandia.gov,sandia.gov,False,True,False,False,False
ihop.norman.noaa.gov,noaa.gov,False,False,False,True,False
ihossafetywalkaround.lanl.gov,lanl.gov,False,False,False,True,False
ihsabqexpe1.ihs.gov,ihs.gov,True,True,False,False,False
ihsdevgw.ihs.gov,ihs.gov,False,True,False,False,False
ihsrckexpe1.ihs.gov,ihs.gov,True,True,False,False,False
ihtsdosvn.nlm.nih.gov,nih.gov,True,True,False,False,False
ihy.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ii-public.nlm.nih.gov,nih.gov,False,False,False,True,False
ii-public1.nlm.nih.gov,nih.gov,False,True,False,False,False
ii-public2.nlm.nih.gov,nih.gov,False,True,False,True,False
ii.nlm.nih.gov,nih.gov,False,False,False,True,False
iic.pnl.gov,pnl.gov,False,False,False,True,False
iic.pnnl.gov,pnnl.gov,False,False,False,True,False
iicspt.iac.anl.gov,anl.gov,True,True,False,False,False
iidev.nlm.nih.gov,nih.gov,False,False,False,True,False
iifc.fnal.gov,fnal.gov,False,False,False,True,False
iifs.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
iig.niaid.nih.gov,nih.gov,True,False,False,False,False
iigosaka.cit.nih.gov,nih.gov,False,False,False,True,False
iiif.nlm.nih.gov,nih.gov,False,False,False,True,False
iimservices.aj.intelink.gov,intelink.gov,False,True,False,False,False
iimservices.intelink.gov,intelink.gov,True,False,False,False,False
iimweb.aj.intelink.gov,intelink.gov,False,True,False,False,False
iip.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
iip.state.gov,state.gov,False,False,False,True,False
iipdigital.usembassy.gov,usembassy.gov,False,False,False,True,False
iipdigitaltest.usembassy.gov,usembassy.gov,False,False,False,True,False
iipgir.state.gov,state.gov,False,False,False,True,False
iis-app-1.fnal.gov,fnal.gov,False,False,False,True,False
iis-media-ecn.sandia.gov,sandia.gov,True,False,False,False,False
iis.inel.gov,inel.gov,False,False,False,True,False
iis.lanl.gov,lanl.gov,True,False,False,False,False
iis2.fnal.gov,fnal.gov,False,False,False,True,False
iita.arc.nasa.gov,nasa.gov,False,False,False,True,False
iita.ivv.nasa.gov,nasa.gov,False,False,False,True,False
iitf.doc.gov,doc.gov,False,False,False,True,False
iitf.nist.gov,nist.gov,False,False,False,True,False
ija.archives.gov,archives.gov,True,True,False,True,False
ikf1.star.bnl.gov,bnl.gov,False,False,False,True,False
ikkafss.jccbi.gov,jccbi.gov,False,False,False,True,False
ikndata.insurekidsnow.gov,insurekidsnow.gov,True,False,False,True,False
ikndatalogon.insurekidsnow.gov,insurekidsnow.gov,True,False,False,False,False
iks1.fcc.gov,fcc.gov,True,False,False,False,False
il.edit.usembassy.gov,usembassy.gov,False,False,True,True,False
il.nrcs.usda.gov,usda.gov,True,False,False,True,False
il.tax.gov,tax.gov,False,False,False,True,False
il.usembassy.gov,usembassy.gov,False,False,True,True,False
il.water.usgs.gov,usgs.gov,True,False,True,True,False
il.waterdata.usgs.gov,usgs.gov,False,False,False,True,False
ila.usembassy.gov,usembassy.gov,False,False,False,True,False
ilc-civil.fnal.gov,fnal.gov,False,False,False,True,False
ilc-dms.fnal.gov,fnal.gov,False,False,False,True,False
ilc.fnal.gov,fnal.gov,False,False,False,True,False
ilcb.uscourts.gov,uscourts.gov,False,False,False,True,False
ilcd.uscourts.gov,uscourts.gov,False,False,False,True,False
ilcdcb.fnal.gov,fnal.gov,False,False,False,True,False
ilcdev.fnal.gov,fnal.gov,False,False,False,True,False
ildp.nasa.gov,nasa.gov,False,False,False,True,False
ildp1.nasa.gov,nasa.gov,False,False,False,True,False
ildwat.cjis.gov,cjis.gov,True,True,False,False,False
ilea.state.gov,state.gov,True,False,False,False,False
ilewg.jsc.nasa.gov,nasa.gov,False,False,False,True,False
iliad.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
illinios.tax.gov,tax.gov,False,False,False,True,False
illinois-csd.greatlakes.gsa.gov,gsa.gov,False,False,False,True,False
illinois.ncifcrf.gov,ncifcrf.gov,False,False,False,True,False
illinois.tax.gov,tax.gov,False,False,False,True,False
illman.loc.gov,loc.gov,True,True,False,True,False
ilma.jpl.nasa.gov,nasa.gov,True,True,True,True,False
iln.arc.nasa.gov,nasa.gov,False,False,False,True,False
ilnb.uscourts.gov,uscourts.gov,True,True,False,True,False
ilnd.uscourts.gov,uscourts.gov,True,True,False,True,False
ilndhistory.uscourts.gov,uscourts.gov,False,True,False,True,False
ilnp.uscourts.gov,uscourts.gov,False,True,False,True,False
ilnpt.uscourts.gov,uscourts.gov,False,True,False,True,False
ilrs-dev.eosdis.nasa.gov,nasa.gov,False,False,True,False,False
ilrs-dev.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ilrs-test.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
ilrs.cddis.eosdis.nasa.gov,nasa.gov,True,True,True,False,False
ilrs.gsfc.nasa.gov,nasa.gov,True,False,False,True,False
ilrsp.nih.gov,nih.gov,False,False,False,True,False
ils.loc.gov,loc.gov,False,False,False,True,False
ils.tc.faa.gov,faa.gov,False,False,False,True,False
ils1.arc.nasa.gov,nasa.gov,False,False,False,True,False
ilsa.llnl.gov,llnl.gov,False,False,False,True,False
ilsb.uscourts.gov,uscourts.gov,False,True,False,True,False
ilsd.uscourts.gov,uscourts.gov,False,False,False,True,False
ilsp.uscourts.gov,uscourts.gov,False,True,False,True,False
ilsweb.loc.gov,loc.gov,False,True,False,True,False
ilswebb.loc.gov,loc.gov,False,True,False,False,False
ilthermo.boulder.nist.gov,nist.gov,False,False,True,True,False
ilton.usconsulate.gov,usconsulate.gov,False,False,False,True,False
ilwg.cap.gov,cap.gov,False,False,False,True,False
ilws.gsfc.nasa.gov,nasa.gov,False,False,False,True,False
im-chat.hsintest.dhs.gov,dhs.gov,True,False,False,False,False
im-dev.senate.gov,senate.gov,True,True,False,False,False
im-stg.cdc.gov,cdc.gov,True,False,False,False,False
im.cdc.gov,cdc.gov,True,False,False,True,False
im.den.nps.gov,nps.gov,False,False,False,True,False
im.msd.anl.gov,anl.gov,False,False,False,True,False
im.nlm.nih.gov,nih.gov,False,False,False,True,False
im.ornl.gov,ornl.gov,False,False,False,True,False
im.sandia.gov,sandia.gov,False,False,False,True,False
im.senate.gov,senate.gov,True,True,False,False,False
imaacweb.llnl.gov,llnl.gov,False,False,False,True,False
image.email.usmint.gov,usmint.gov,True,False,False,False,False
image.gsfc.nasa.gov,nasa.gov,True,False,True,True,False
image.llnl.gov,llnl.gov,False,False,False,True,False
image.mail.energystar.gov,energystar.gov,True,False,False,False,False
image.mail.whitehouse.gov,whitehouse.gov,True,False,False,True,False
image.msfc.nasa.gov,nasa.gov,True,False,False,True,False
image.nih.gov,nih.gov,True,False,False,True,False
image.sci.gsfc.nasa.gov,nasa.gov,True,True,False,False,False
image1.fms.gpo.gov,gpo.gov,False,False,False,True,False
image1.nps.gov,nps.gov,False,False,False,True,False
imagebank.nih.gov,nih.gov,False,False,False,True,False
